,Kateqoriya,Sah?,Ç?xar??,T?mir,Otaq Say?,Rayon,Q?s?b?,Elan ID,Qiym?t,Elan Sahibi,?poteka,Elan Linki,Enine Koordinat,Uzununa Koordinat,Evin M?rt?b?si,Ümumi M?rt?b? Say?
677,Yeni tikili,53,yoxdur,yoxdur,1,Ab?eron r.,Masaz?r q.,5335519,54000,vasit?çi (agent),Yoxdur,https://bina.az/items/5335519,40.47949893,49.75401194,3,10
678,Yeni tikili,50,var,var,2,Ab?eron r.,Masaz?r q.,5350952,54000,vasit?çi (agent),var,https://bina.az/items/5350952,40.39258072,49.84222412,6,6
679,Köhn? tikili,20,yoxdur,var,1,['Nizami r.'],Yoxdur,5357449,54000,vasit?çi (agent),Yoxdur,https://bina.az/items/5357449,40.40766791,49.95506185,2,5
680,Yeni tikili,57,yoxdur,yoxdur,1,Ab?eron r.,Masaz?r q.,5374457,54000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374457,40.49128204,49.75564272,2,6
681,Yeni tikili,54,var,yoxdur,1,Ab?eron r.,Masaz?r q.,4836361,54500,vasit?çi (agent),Yoxdur,https://bina.az/items/4836361,40.49219702,49.7532177,4,6
682,Yeni tikili,53,var,yoxdur,2,Ab?eron r.,Masaz?r q.,4861789,54500,vasit?çi (agent),Yoxdur,https://bina.az/items/4861789,40.49219702,49.7532177,4,6
683,Yeni tikili,54,yoxdur,yoxdur,1,Ab?eron r.,Masaz?r q.,5038648,54500,vasit?çi (agent),Yoxdur,https://bina.az/items/5038648,40.49219702,49.7532177,1,6
684,Yeni tikili,52,yoxdur,var,2,Ab?eron r.,Masaz?r q.,4403125,55000,mülkiyy?tçi,Yoxdur,https://bina.az/items/4403125,40.48768347,49.75250691,7,7
685,Yeni tikili,54,var,yoxdur,1,Ab?eron r.,Masaz?r q.,4768447,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/4768447,40.49219702,49.7532177,1,6
686,Yeni tikili,52,var,var,2,Ab?eron r.,Masaz?r q.,4921107,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/4921107,40.49031016,49.74792749,6,6
687,Yeni tikili,52,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5065086,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5065086,40.49367105,49.7507561,1,14
688,Yeni tikili,52,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5074172,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5074172,40.4929803,49.74197388,6,6
689,Köhn? tikili,23,var,var,1,Qara Qarayev m.,Nizami r.,5164157,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5164157,40.41766288,49.93302125,5,5
690,Köhn? tikili,25,var,var,1,Memar ?c?mi m.,N?simi r.,5189208,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5189208,40.41633818,49.8161959,9,9
691,Yeni tikili,50,var,var,2,Ab?eron r.,Masaz?r q.,5252049,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5252049,40.4924178,49.75084765,4,4
692,Yeni tikili,42,var,var,2,Ab?eron r.,Masaz?r q.,5269938,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5269938,40.48574506,49.76834095,2,4
693,Köhn? tikili,32,yoxdur,var,2,Nizami m.,Zabitl?r park?,5304832,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5304832,40.3821078,49.83194135,1,2
694,Yeni tikili,42,yoxdur,var,1,Ab?eron r.,M?mm?dli q.,5305493,55000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5305493,40.51387921,49.93943428,7,9
695,Yeni tikili,61,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5314887,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5314887,40.49292114,49.75874216,7,14
696,Yeni tikili,43,var,var,2,Ab?eron r.,Masaz?r q.,5316862,55000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5316862,40.49216438,49.75328207,6,6
697,Yeni tikili,53,yoxdur,var,2,Ab?eron r.,Mehdiabad q.,5327579,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5327579,40.4906593,49.85534301,11,11
698,Köhn? tikili,23,var,var,1,Nizami kinoteatr?,F?vvar?l?r meydan?,5331978,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5331978,40.37350407,49.83984248,1,2
699,Yeni tikili,52,yoxdur,var,2,Ab?eron r.,M?mm?dli q.,5337613,55000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5337613,40.51219967,49.93747362,3,5
700,Köhn? tikili,17,var,var,1,Be?m?rt?b?,Nizami m.,5342011,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5342011,40.37816617,49.83381352,2,3
701,Yeni tikili,54,var,yoxdur,2,Ab?eron r.,Masaz?r q.,5343650,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5343650,40.49157379,49.75338681,3,6
702,Yeni tikili,42,yoxdur,var,2,Ab?eron r.,M?mm?dli q.,5344049,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5344049,40.50635993,49.94410515,3,5
703,Yeni tikili,41,var,var,2,Ab?eron r.,Masaz?r q.,5345610,55000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5345610,40.48333558,49.77576624,8,8
704,Yeni tikili,51,yoxdur,yoxdur,1,Ab?eron r.,Masaz?r q.,5347746,55000,vasit?çi (agent),Yoxdur,https://bina.az/items/5347746,40.47052149,49.75632937,2,6
705,Yeni tikili,50,var,yoxdur,2,Ab?eron r.,Saray q.,5354297,55000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5354297,40.5317647,49.7132454,2,9
706,Yeni tikili,74,var,var,2,Ab?eron r.,Saray q.,5361196,55000,mülkiyy?tçi,var,https://bina.az/items/5361196,40.5317647,49.7132454,5,14
707,Yeni tikili,48,var,var,2,Ab?eron r.,Masaz?r q.,5315252,55500,vasit?çi (agent),Yoxdur,https://bina.az/items/5315252,40.49094954,49.7540629,6,6
708,Köhn? tikili,23,var,var,1,Qara Qarayev m.,Nizami r.,5172242,56000,vasit?çi (agent),var,https://bina.az/items/5172242,40.41761299,49.93414879,5,5
709,Köhn? tikili,46,var,var,2,X?tai r.,?hm?dli q.,5246081,56000,vasit?çi (agent),Yoxdur,https://bina.az/items/5246081,40.35726451,49.95205552,9,9
710,Yeni tikili,50,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5317900,56000,vasit?çi (agent),Yoxdur,https://bina.az/items/5317900,40.4813607,49.75592136,9,12
711,Köhn? tikili,23,var,var,1,Qara Qarayev m.,Koro?lu m.,5343261,56000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5343261,40.42328172,49.92752922,5,5
712,Yeni tikili,70,yoxdur,var,3,Bin?q?di r.,Bin?q?di q.,5348328,56000,vasit?çi (agent),Yoxdur,https://bina.az/items/5348328,40.4764203,49.8202876,10,10
713,Yeni tikili,52,var,var,1,Ab?eron r.,Masaz?r q.,5356927,56000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5356927,40.49111999,49.759655,1,11
714,Köhn? tikili,13,var,var,1,Neftçil?r m.,Nizami r.,5360275,56000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5360275,40.4107382,49.9384708,2,5
715,Köhn? tikili,17,var,var,1,Neftçil?r m.,Nizami r.,5360350,56000,vasit?çi (agent),var,https://bina.az/items/5360350,40.41001152,49.94335525,2,5
716,Yeni tikili,86,var,var,2,Ab?eron r.,Masaz?r q.,5369409,56000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5369409,40.45817963,49.75590022,8,14
717,Yeni tikili,70,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5137794,56500,vasit?çi (agent),Yoxdur,https://bina.az/items/5137794,40.48561016,49.77539331,8,8
718,Yeni tikili,51,yoxdur,yoxdur,1,Ab?eron r.,Masaz?r q.,5371337,56500,mülkiyy?tçi,Yoxdur,https://bina.az/items/5371337,40.49178779,49.75424993,1,5
719,Yeni tikili,40,var,var,2,Ab?eron r.,Masaz?r q.,5353457,56700,mülkiyy?tçi,Yoxdur,https://bina.az/items/5353457,40.4862557,49.757531,3,8
720,Yeni tikili,41,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5364815,56700,vasit?çi (agent),Yoxdur,https://bina.az/items/5364815,40.47776012,49.76961596,3,8
721,Yeni tikili,57,yoxdur,yoxdur,1,Ab?eron r.,Masaz?r q.,4935707,57000,vasit?çi (agent),Yoxdur,https://bina.az/items/4935707,40.48369432,49.75517152,2,6
722,Yeni tikili,48,var,var,2,Ab?eron r.,Masaz?r q.,5282544,57000,vasit?çi (agent),var,https://bina.az/items/5282544,40.48573397,49.76835818,6,6
723,Yeni tikili,58,var,yoxdur,1,Sea Breeze,Sabunçu r.,5293234,57000,mülkiyy?tçi,var,https://bina.az/items/5293234,40.59100909,49.98282287,6,9
724,Yeni tikili,57,yoxdur,yoxdur,1,Ab?eron r.,Masaz?r q.,5312227,57000,vasit?çi (agent),Yoxdur,https://bina.az/items/5312227,40.47163149,49.75778849,2,6
725,Yeni tikili,83,var,yoxdur,2,Ab?eron r.,Masaz?r q.,5351145,57000,vasit?çi (agent),Yoxdur,https://bina.az/items/5351145,40.49121676,49.7530678,6,6
726,Yeni tikili,83,var,yoxdur,2,Ab?eron r.,Masaz?r q.,5351818,57000,vasit?çi (agent),Yoxdur,https://bina.az/items/5351818,40.49019626,49.75720662,6,6
727,Yeni tikili,52,yoxdur,yoxdur,2,Bin?q?di r.,Bil?c?ri q.,5367112,57000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5367112,40.45071339,49.77896276,3,4
728,Yeni tikili,38,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5260494,57500,vasit?çi (agent),Yoxdur,https://bina.az/items/5260494,40.48573346,49.77418215,4,8
729,Yeni tikili,50,yoxdur,yoxdur,2,Ab?eron r.,Masaz?r q.,5281892,57500,mülkiyy?tçi,var,https://bina.az/items/5281892,40.48265005,49.75579262,5,9
730,Yeni tikili,88,var,var,2,Ab?eron r.,Saray q.,5313311,57500,mülkiyy?tçi,var,https://bina.az/items/5313311,40.55033056,49.71274973,2,14
731,Yeni tikili,35,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5314697,57500,vasit?çi (agent),Yoxdur,https://bina.az/items/5314697,40.4910384,49.75338936,4,6
732,Yeni tikili,54,yoxdur,yoxdur,1,Ab?eron r.,Masaz?r q.,5332656,57500,vasit?çi (agent),Yoxdur,https://bina.az/items/5332656,40.48821406,49.75821765,3,6
733,Yeni tikili,54,yoxdur,yoxdur,1,['Ab?eron r.'],Yoxdur,5332701,57500,vasit?çi (agent),Yoxdur,https://bina.az/items/5332701,40.48794381,49.75926739,2,6
734,Yeni tikili,44,yoxdur,var,1,Sabunçu r.,Zabrat q.,5359343,57900,vasit?çi (agent),Yoxdur,https://bina.az/items/5359343,40.49408125,49.95660581,5,10
735,Köhn? tikili,29,var,var,1,H?zi Aslanov m.,X?tai r.,5307451,57999,vasit?çi (agent),Yoxdur,https://bina.az/items/5307451,40.36791193,49.96019998,3,9
736,Yeni tikili,76,yoxdur,yoxdur,2,Bin? atç?l?q m?rk?zi,X?z?r r.,5103732,58000,mülkiyy?tçi,var,https://bina.az/items/5103732,40.4634229,50.0835145,2,4
737,Yeni tikili,65,yoxdur,var,3,Ab?eron r.,Masaz?r q.,5142303,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5142303,40.49219702,49.7532177,6,6
738,Yeni tikili,61,yoxdur,yoxdur,2,Ab?eron r.,Masaz?r q.,5176323,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5176323,40.4809751,49.75376398,6,9
739,Yeni tikili,50,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5180312,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5180312,40.4813607,49.75587845,3,5
740,Yeni tikili,50,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5180363,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5180363,40.47904269,49.75226549,3,5
741,Yeni tikili,49,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5281481,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5281481,40.4813607,49.75587845,2,5
742,Yeni tikili,49,var,var,2,Ab?eron r.,Masaz?r q.,5283136,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5283136,40.4862557,49.757531,6,6
743,Yeni tikili,50,var,var,2,Ab?eron r.,Masaz?r q.,5283149,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5283149,40.49219702,49.7532177,6,6
744,Yeni tikili,42,var,var,2,Ab?eron r.,Masaz?r q.,5320611,58000,vasit?çi (agent),var,https://bina.az/items/5320611,40.48571755,49.76836645,6,6
745,Yeni tikili,44,var,var,1,['Ab?eron r.'],Yoxdur,5321388,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5321388,40.455101,49.734119,5,6
746,Yeni tikili,55,var,var,2,Ab?eron r.,Masaz?r q.,5324032,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5324032,40.4862557,49.757531,1,9
747,Yeni tikili,35,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5325172,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5325172,40.48651682,49.75675852,4,6
748,Köhn? tikili,45,var,var,2,?üv?lan q.,X?z?r r.,5327028,58000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5327028,40.4973884,50.2083176,2,2
749,Köhn? tikili,35,var,yoxdur,2,H?zi Aslanov m.,X?tai r.,5340955,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5340955,40.36823089,49.94619308,9,9
750,Yeni tikili,35,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5341461,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5341461,40.4910019,49.75152017,4,6
751,Yeni tikili,70,yoxdur,yoxdur,3,Bin?q?di r.,Bin?q?di q.,5347200,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5347200,40.47093579,49.8404149,2,4
752,Yeni tikili,38,var,var,2,['Ab?eron r.'],Yoxdur,5358641,58000,vasit?çi (agent),var,https://bina.az/items/5358641,40.47037572,49.73974228,8,11
753,Yeni tikili,47,var,var,2,Ab?eron r.,Masaz?r q.,5361861,58000,mülkiyy?tçi,var,https://bina.az/items/5361861,40.48914223,49.74960195,6,7
754,Yeni tikili,68,var,var,3,Ab?eron r.,Masaz?r q.,5373510,58000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373510,40.49128204,49.75246699,6,6
755,Yeni tikili,67,var,var,2,Bin?q?di r.,Bin?q?di q.,4430881,59000,mülkiyy?tçi,var,https://bina.az/items/4430881,40.4694948,49.83035724,4,4
756,Yeni tikili,57,yoxdur,yoxdur,2,Ab?eron r.,Masaz?r q.,4634675,59000,vasit?çi (agent),Yoxdur,https://bina.az/items/4634675,40.48378374,49.75290759,4,7
757,Yeni tikili,70,yoxdur,yoxdur,2,Bin?q?di r.,Bin?q?di q.,5248317,59000,vasit?çi (agent),Yoxdur,https://bina.az/items/5248317,40.4764203,49.8202876,2,4
758,Köhn? tikili,33,var,yoxdur,2,Sabunçu r.,Bak?xanov q.,5320424,59000,vasit?çi (agent),Yoxdur,https://bina.az/items/5320424,40.425626,49.947598,4,7
759,Yeni tikili,60,yoxdur,yoxdur,1,Ab?eron r.,Masaz?r q.,5333817,59000,vasit?çi (agent),Yoxdur,https://bina.az/items/5333817,40.48339691,49.7574785,6,15
760,Yeni tikili,55,var,yoxdur,2,Ab?eron r.,Masaz?r q.,5359705,59000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5359705,40.47246724,49.75766833,2,5
761,Yeni tikili,38,var,var,1,['Ab?eron r.'],Yoxdur,5359992,59000,vasit?çi (agent),var,https://bina.az/items/5359992,40.47036611,49.74026243,8,11
762,Yeni tikili,58,var,var,2,Ab?eron r.,Ceyranbatan q.,5370272,59000,mülkiyy?tçi,var,https://bina.az/items/5370272,40.53959604,49.66695877,9,10
763,Yeni tikili,58,yoxdur,var,2,Ab?eron r.,Ceyranbatan q.,5374600,59000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374600,40.54500003,49.65655522,9,10
764,Yeni tikili,41,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5070077,59500,vasit?çi (agent),Yoxdur,https://bina.az/items/5070077,40.4862557,49.77538378,7,8
765,Yeni tikili,54,yoxdur,yoxdur,1,Ab?eron r.,Masaz?r q.,5173857,59500,vasit?çi (agent),Yoxdur,https://bina.az/items/5173857,40.49219702,49.7532177,3,6
766,Yeni tikili,60,yoxdur,yoxdur,2,Suraxan? r.,Qaraçuxur q.,5317354,59500,mülkiyy?tçi,Yoxdur,https://bina.az/items/5317354,40.39221579,49.97746818,4,4
767,Yeni tikili,54,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5354276,59500,mülkiyy?tçi,Yoxdur,https://bina.az/items/5354276,40.49325893,49.75281637,6,6
768,Yeni tikili,35,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5314846,59800,vasit?çi (agent),Yoxdur,https://bina.az/items/5314846,40.49102094,49.7510937,2,6
769,Köhn? tikili,38,var,var,2,Suraxan? r.,Z?? q.,5292302,59900,vasit?çi (agent),Yoxdur,https://bina.az/items/5292302,40.34474757,49.97928746,4,5
770,Köhn? tikili,20,var,var,1,Qara Qarayev m.,Nizami r.,5356130,59999,vasit?çi (agent),Yoxdur,https://bina.az/items/5356130,40.41581493,49.93260762,4,5
771,Köhn? tikili,40,var,var,2,['Suraxan? r.'],Yoxdur,3417026,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/3417026,40.35574301,49.9765716,4,5
772,Köhn? tikili,30,var,var,1,Z?rif? ?liyeva ad?na park,N?simi m.,4864332,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/4864332,40.42287316,49.82042313,1,9
773,Yeni tikili,42,yoxdur,var,2,Ab?eron r.,Masaz?r q.,4918603,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/4918603,40.49219702,49.7532177,2,5
774,Köhn? tikili,25,var,var,1,Xalqlar Dostlu?u m.,Nizami r.,5228030,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5228030,40.39887246,49.94932088,1,9
775,Yeni tikili,38,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5236598,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5236598,40.48632823,49.77599413,6,8
776,Yeni tikili,42,yoxdur,var,3,Ab?eron r.,Masaz?r q.,5253166,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5253166,40.48600184,49.77616579,5,8
777,Köhn? tikili,30,var,var,1,Suraxan? r.,Hövsan q.,5263912,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5263912,40.35592236,50.06775822,3,4
778,Yeni tikili,45,var,var,2,Bin?q?di r.,Bin?q?di q.,5299711,60000,vasit?çi (agent),var,https://bina.az/items/5299711,40.46977235,49.8309189,4,4
779,Yeni tikili,35,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5308537,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5308537,40.48936223,49.75244734,2,6
780,Köhn? tikili,40,var,var,2,Sabunçu r.,Sabunçu q.,5314753,60000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5314753,40.4517585,49.9460046,1,2
781,Yeni tikili,35,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5315296,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5315296,40.49115149,49.75487025,2,6
782,Yeni tikili,40,var,var,2,['Suraxan? r.'],Yoxdur,5317150,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5317150,40.36038752,49.97871835,4,5
783,Yeni tikili,57,yoxdur,yoxdur,1,Sea Breeze,Sabunçu r.,5322500,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5322500,40.58865534,49.97965853,6,7
784,Yeni tikili,35,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5324689,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5324689,40.48873628,49.75624354,2,6
785,Yeni tikili,75,var,var,2,Yasamal r.,Yeni Yasamal q.,5328467,60000,vasit?çi (agent),var,https://bina.az/items/5328467,40.39004301,49.78995476,9,16
786,Yeni tikili,90,yoxdur,var,2,['Sabunçu r.'],Yoxdur,5329554,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5329554,40.49540427,49.95022337,9,9
787,Yeni tikili,62,yoxdur,yoxdur,2,['Bin?q?di r.'],Yoxdur,5338913,60000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5338913,40.4750302,49.8223795,3,3
788,Yeni tikili,87,yoxdur,var,2,['Sabunçu r.'],Yoxdur,5340894,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5340894,40.4952478,49.950259,9,9
789,Köhn? tikili,40,var,var,2,Suraxan? r.,Hövsan q.,5344437,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5344437,40.35800964,50.07564994,5,5
790,Köhn? tikili,25,var,var,1,Xalqlar Dostlu?u m.,Nizami r.,5349625,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5349625,40.39869167,49.94885161,1,9
791,Yeni tikili,30,yoxdur,var,2,Suraxan? r.,Hövsan q.,5350427,60000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5350427,40.376143,50.091873,4,5
792,Yeni tikili,30,var,var,1,X?z?r r.,Buzovna q.,5359346,60000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5359346,40.52841114,50.06622138,5,5
793,Köhn? tikili,55,var,var,2,['Pirallah? r.'],Yoxdur,5364571,60000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5364571,40.44806166,50.33917424,1,5
794,Yeni tikili,56,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5366878,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5366878,40.47957074,49.7590874,6,6
795,Yeni tikili,42,var,var,3,X?z?r r.,M?rd?kan q.,5368174,60000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5368174,40.49081936,50.14205055,2,2
796,Köhn? tikili,40,var,var,2,Suraxan? r.,Z?? q.,5370458,60000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5370458,40.35958451,49.97779694,4,5
797,Yeni tikili,38,var,var,1,Ab?eron r.,Masaz?r q.,5372742,60000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5372742,40.48524052,49.77782469,2,8
798,Yeni tikili,60,yoxdur,var,3,Ab?eron r.,Masaz?r q.,5374237,60000,vasit?çi (agent),Yoxdur,https://bina.az/items/5374237,40.4862557,49.757531,6,6
799,Yeni tikili,52,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5087033,61000,vasit?çi (agent),Yoxdur,https://bina.az/items/5087033,40.4809751,49.75779802,4,5
800,Yeni tikili,57,var,var,2,Ab?eron r.,Masaz?r q.,5254356,61000,vasit?çi (agent),Yoxdur,https://bina.az/items/5254356,40.49096292,49.75608141,6,6
801,Yeni tikili,40,var,var,2,Ab?eron r.,Masaz?r q.,5280092,61000,vasit?çi (agent),Yoxdur,https://bina.az/items/5280092,40.49122402,49.7554806,4,6
802,Yeni tikili,35,var,var,2,Ab?eron r.,Masaz?r q.,5346404,61000,vasit?çi (agent),Yoxdur,https://bina.az/items/5346404,40.48574072,49.76895602,2,5
803,Yeni tikili,58,yoxdur,yoxdur,1,Nardaran q.,Sea Breeze,5347303,61000,vasit?çi (agent),var,https://bina.az/items/5347303,40.57724743,49.94227891,6,9
804,Köhn? tikili,35,var,var,2,X?z?r r.,Bin? q.,5321677,61300,mülkiyy?tçi,Yoxdur,https://bina.az/items/5321677,40.44701238,50.08581161,3,5
805,Yeni tikili,44,var,var,2,Ab?eron r.,Masaz?r q.,5066317,61500,vasit?çi (agent),Yoxdur,https://bina.az/items/5066317,40.49219702,49.7532177,5,6
806,Yeni tikili,44,var,var,2,Ab?eron r.,Masaz?r q.,5067164,61500,vasit?çi (agent),Yoxdur,https://bina.az/items/5067164,40.49115874,49.75599558,5,6
807,Yeni tikili,44,var,var,2,Ab?eron r.,Masaz?r q.,5158901,61500,vasit?çi (agent),Yoxdur,https://bina.az/items/5158901,40.49219702,49.7532177,5,6
808,Köhn? tikili,20,var,var,1,Qara Qarayev m.,Nizami r.,5176022,61500,vasit?çi (agent),Yoxdur,https://bina.az/items/5176022,40.41571935,49.93324118,1,5
809,Yeni tikili,44,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5185113,61500,vasit?çi (agent),Yoxdur,https://bina.az/items/5185113,40.48664738,49.77074893,5,6
810,Yeni tikili,44,var,var,2,Ab?eron r.,Masaz?r q.,5294778,61500,vasit?çi (agent),var,https://bina.az/items/5294778,40.48574898,49.76836004,5,6
811,Yeni tikili,74,var,var,3,Ab?eron r.,Masaz?r q.,5320632,61500,vasit?çi (agent),var,https://bina.az/items/5320632,40.48574163,49.76835754,6,6
812,Yeni tikili,78,yoxdur,yoxdur,3,Ab?eron r.,Mehdiabad q.,5353833,61900,mülkiyy?tçi,Yoxdur,https://bina.az/items/5353833,40.50112236,49.84890029,5,5
813,Yeni tikili,50,yoxdur,var,1,Ab?eron r.,Masaz?r q.,4557023,62000,mülkiyy?tçi,Yoxdur,https://bina.az/items/4557023,40.50590515,49.75483239,8,9
814,Yeni tikili,42,yoxdur,var,2,Ab?eron r.,Masaz?r q.,4696271,62000,vasit?çi (agent),Yoxdur,https://bina.az/items/4696271,40.48511098,49.76581455,4,8
815,Yeni tikili,42,var,var,2,Ab?eron r.,Masaz?r q.,5038062,62000,vasit?çi (agent),Yoxdur,https://bina.az/items/5038062,40.49161566,49.75470812,5,6
816,Yeni tikili,42,var,var,2,Ab?eron r.,Masaz?r q.,5038125,62000,vasit?çi (agent),Yoxdur,https://bina.az/items/5038125,40.49219702,49.7532177,5,6
817,Köhn? tikili,100,var,var,3,X?z?r r.,?imal DRES q.,5058785,62000,vasit?çi (agent),var,https://bina.az/items/5058785,40.50255912,50.19966178,1,2
818,Yeni tikili,38,var,var,2,Ab?eron r.,Masaz?r q.,5095608,62000,vasit?çi (agent),Yoxdur,https://bina.az/items/5095608,40.49219702,49.7532177,3,6
819,Köhn? tikili,100,var,var,4,Sabunçu r.,Ma?ta?a q.,5124426,62000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5124426,40.52706781,49.99849567,1,2
820,Yeni tikili,51,yoxdur,var,2,Ab?eron r.,Masaz?r q.,5192828,62000,vasit?çi (agent),Yoxdur,https://bina.az/items/5192828,40.49219702,49.7532177,6,6
821,Yeni tikili,42,var,var,2,Ab?eron r.,Masaz?r q.,5194375,62000,vasit?çi (agent),Yoxdur,https://bina.az/items/5194375,40.47305254,49.75608356,4,6
822,Yeni tikili,42,var,var,1,Ab?eron r.,Masaz?r q.,5274368,62000,vasit?çi (agent),Yoxdur,https://bina.az/items/5274368,40.49219702,49.7532177,5,6
823,Yeni tikili,42,var,var,2,Ab?eron r.,Masaz?r q.,5274388,62000,vasit?çi (agent),var,https://bina.az/items/5274388,40.49219702,49.7532177,5,6
824,Yeni tikili,38,var,var,2,Ab?eron r.,Masaz?r q.,5294952,62000,vasit?çi (agent),Yoxdur,https://bina.az/items/5294952,40.49271806,49.75607188,3,6
825,Yeni tikili,51,var,var,2,Ab?eron r.,Masaz?r q.,5315049,62000,vasit?çi (agent),Yoxdur,https://bina.az/items/5315049,40.48576722,49.76837767,6,6
826,Yeni tikili,60,var,var,2,Bin?q?di r.,Bin?q?di q.,5323334,62000,vasit?çi (agent),Yoxdur,https://bina.az/items/5323334,40.46910752,49.8334197,4,4
827,Yeni tikili,51,var,var,2,Ab?eron r.,Masaz?r q.,5327089,62000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5327089,40.4862557,49.757531,6,6
